"","Estimate","upperCI","Cul"
"513",24883.6817709335,25923.8426925089,"x"
"514",24426.8543596179,25167.7615448172,"x"
"515",24589.0982883286,25191.9919397245,"x"
"516",24628.1248694758,25375.2420432788,"x"
"517",25192.75297317,26449.5100185737,"x"
"518",24980.0013042578,25953.9601329381,"x"
"519",24563.9590825222,25246.0270635051,"x"
"520",25023.0361515514,26027.159338583,"x"
"521",25137.7839267808,26431.9802527922,"x"
"522",24386.1159033793,24955.3332790271,"x"
"523",24814.8787482709,25700.4477446834,"x"
"524",24713.0301921155,25578.5511494554,"x"
"525",24619.9186497457,25399.7462770803,"x"
"526",24373.3795496711,24953.7998887353,"x"
"527",24604.8159032443,25249.6270258663,"x"
"528",24468.8286256847,24995.6601377923,"x"
"529",24989.1896545175,26117.4827833522,"x"
"530",24517.160060306,25194.8537933666,"x"
"531",24501.1439175565,25078.8763516036,"x"
"532",25296.9691574096,26706.6049865673,"x"
"533",24475.7976753699,25110.402550244,"x"
"534",24557.3817848207,25399.8944077269,"x"
"535",24726.0997280224,25443.023913437,"x"
"536",26053.5825345629,28138.2953123919,"x"
"537",24504.7276013948,25239.9292683819,"x"
"538",24426.3895434012,25029.678824505,"x"
"539",24420.5956733614,24805.4823561696,"x"
"540",24701.4617501955,25453.3408895211,"x"
"541",24878.3404724908,25812.962439605,"x"
"542",24735.1728152273,25713.8337543587,"x"
"543",24522.3835288633,25100.0130402888,"x"
"544",25862.9153588015,27833.1558382448,"x"
"545",25595.2591352613,27126.9697328475,"x"
"546",24527.6639092305,25178.0220098574,"x"
"547",24608.528783092,25500.6660563565,"x"
"548",26378.21444459,28287.1268493886,"x"
"549",24606.1198209371,25292.6881532263,"x"
"550",24691.7739350501,25517.4126144437,"x"
"551",24547.952716597,25388.2255624691,"x"
"552",24556.2899476175,25306.4513356543,"x"
"553",24672.1383994707,25480.2675748081,"x"
"554",24891.4062279479,25901.8189505916,"x"
"555",24524.6926632925,25055.8374608813,"x"
"556",25216.8267972737,26552.6102892913,"x"
"557",25823.4148391205,27635.8612758738,"x"
"558",24491.0104160273,25089.8157206816,"x"
"559",24968.8525818784,26027.3969833876,"x"
"560",25098.7217519444,26188.8608130456,"x"
"561",24505.0365193264,25383.2814323006,"x"
"562",24761.4378568834,25698.2343799394,"x"
"563",24520.1180034099,24995.2848485984,"x"
"564",24561.3296737823,25326.4712297536,"x"
"565",24857.1208286551,25697.794165519,"x"
"566",24642.7575099403,25387.8953395102,"x"
"567",24839.9829072731,25588.7185357017,"x"
"568",25044.7792320769,25994.8153792652,"x"
"569",24725.3549530675,25477.3918756644,"x"
"570",24536.3044354173,25237.2375919091,"x"
"571",24866.8153572596,25969.1585923693,"x"
"572",24586.5477123598,25169.9069159198,"x"
"573",25064.7643039169,26327.9603237475,"x"
"574",25055.2453640305,26073.5491293477,"x"
"575",24334.043510542,24785.4310962483,"x"
"576",25441.0214423234,26923.8452714617,"x"
"577",24478.8574729854,25109.4356187586,"x"
"578",25065.3980086004,26290.6318799352,"x"
"579",24999.99303811,26005.2273428903,"x"
"580",24417.1342991567,24957.3175602792,"x"
"581",24972.7060438283,25833.910712792,"x"
"582",25102.4977279586,26277.431537117,"x"
"583",24941.1922329141,25937.5021532075,"x"
"584",24352.5955590865,24887.8096919799,"x"
"585",25266.1477284164,26783.0370922946,"x"
"586",24742.3361086559,25351.0355089944,"x"
"587",26245.0167613297,28515.5834248193,"x"
"588",24577.8445680809,25375.5781588566,"x"
"589",25051.0712401672,26228.4298509486,"x"
"590",24735.2537918957,25674.7872590027,"x"
"591",24672.9327039025,25403.0390804011,"x"
"592",24464.517207598,24989.2283883026,"x"
"593",24702.3374857978,25432.6689898611,"x"
"594",25130.5159383977,26166.8755861149,"x"
"595",24522.1068266677,24966.3714253659,"x"
"596",25244.8981828189,26611.7060646776,"x"
"597",24716.4911561508,25484.4058107483,"x"
"598",24734.0701103973,25640.1702054779,"x"
"599",24767.889170084,25565.3540960902,"x"
"600",25093.6706550813,26080.3941815794,"x"
"601",24563.419702453,25278.1046640072,"x"
"602",24855.1344456837,25816.3986131169,"x"
"603",25653.9241797881,27412.829474552,"x"
"604",24697.2399963644,25410.730741546,"x"
"605",24977.9865092751,25970.5979732747,"x"
"606",24704.6124556703,25542.4155065445,"x"
"607",24694.9445614731,25376.4579250062,"x"
"608",24556.8063433105,24970.4164096888,"x"
"609",24762.0070949806,25460.8496845617,"x"
